Id,SalePrice
2,128585.54669028407
4,240039.73330651966
6,186370.20205866813
7,262362.979116517
17,192183.21435129264
18,373982.6453761263
22,163636.6109429347
27,118601.69067063266
31,104093.94102491353
36,148749.73732192657
39,347438.6711181303
40,292534.2159668402
42,326449.44373363233
46,229177.67367980775
53,168740.32711979919
58,147151.70459391465
61,350021.4549044807
72,194505.64305022755
79,106480.24398859401
80,201914.77086518242
82,157871.5672353684
83,104133.59694671746
85,145256.44167780888
88,133830.7053816987
92,312351.80136365996
93,306111.0224674433
95,205338.8232059184
102,171405.1658137706
103,170044.71875821345
106,239353.3673385451
107,98903.90254284452
110,221612.99134951204
114,202239.8800893737
116,173062.07824050792
117,162804.60196693105
118,147329.21984631126
125,141576.47816448327
126,140413.3580175533
127,127988.94688852254
128,179539.86888873126
134,138597.62409358815
135,147952.42348765404
137,249596.19491090853
143,142493.8577828537
147,139329.41153847013
148,177164.6468191487
150,124293.15839754013
156,135184.67881693938
157,121934.21495033507
159,148195.7942944787
161,276592.238520378
167,142237.69219661853
170,111241.45309205822
171,89734.00832922569
175,92587.7934515515
179,124250.31212852463
181,116189.04631651906
186,186514.77533241722
193,201226.6979773437
194,93624.58869609052
206,101160.45261070377
208,126867.60734210073
210,176619.6175179825
211,133110.21916538483
212,120856.38032350695
214,117792.10217407663
215,136733.90157933705
217,107271.76746481188
222,136109.55617144943
227,148860.8322606939
228,155144.6491616307
233,231965.1035041553
235,97835.31979545785
238,133407.59218698408
241,168248.64632043653
252,200566.61430247937
253,194488.70975764826
256,167964.27605841064
257,136333.86916184452
258,199364.29486655383
259,182669.53308648642
261,145471.88452231055
263,121862.92021087868
266,219083.3924096884
267,239566.62210224234
270,132723.77695858286
271,253968.45846917364
276,112725.52843932512
285,142340.13976220804
288,79953.65600997768
289,140257.78223833055
290,112348.35294436118
291,165594.27570388126
292,134008.07308833132
293,191017.1251272907
294,256479.22365549294
295,210032.52858589852
304,100989.48251865919
322,355673.3637826537
326,168691.08662747193
327,96796.36058168732
328,105784.79184469319
331,80470.15193101879
332,94923.37245299584
333,96440.10716049874
335,138842.26878071742
337,196516.73629176556
342,126552.55895117795
343,182618.35701438083
347,162082.145276855
350,356277.53265896114
352,271292.0186256664
358,164810.3301657605
359,168966.0484893932
360,169492.79789265725
368,354474.3119964482
369,258034.99368963274
373,197136.994934958
377,257546.23823625082
383,164667.09989253507
386,246472.2123686151
387,235228.58034021998
390,171324.5706838614
391,161645.5139605792
395,144970.80523379543
397,135445.10210422464
398,118192.5823491259
401,118545.28355889185
404,128609.01879604213
408,118662.78433906139
409,123401.26481723884
410,151353.52484630892
418,106409.0654425745
422,412478.8362643812
427,381070.4070692406
431,416904.15361786634
433,469959.20101849735
437,340938.0808600852
438,313438.4376244368
442,349684.4522534093
447,250759.9941194978
459,344606.08857320633
460,277475.11585988576
464,214706.7455936079
465,176201.53504031696
467,171917.34264840832
468,174268.308224638
474,166705.34172569177
480,195167.31050254052
481,181856.23259673067
483,230654.1217228936
488,199170.51492556187
492,188896.38329622764
494,147172.9752456025
499,326855.85525326856
500,291255.51860391744
501,320139.91852235934
503,253882.38098292798
506,226681.2864585854
508,293435.057438104
511,284795.56715202576
515,225337.46237869747
519,218690.44336113965
521,298578.7881132165
530,239062.13817217693
532,226750.62125870644
534,188208.8549057674
540,174348.2869605489
541,137958.96767182462
551,150498.82246286992
552,146603.94894938872
554,94055.73867065887
555,131226.3074759665
556,138218.3386847706
557,128569.28698607758
565,222012.20301013516
566,307604.76714060106
567,151357.34329631345
569,208004.61146017828
570,181858.1476883218
574,223240.66961268306
575,262289.884133528
576,180693.72342414196
577,232103.82749263322
578,245410.605426415
583,224015.3621427091
584,223378.2552436951
585,149935.84835641412
587,185098.63067106064
593,204094.78122924254
597,225152.07333461067
598,164844.93209818244
599,166417.5085887219
600,114447.42926109058
605,173418.25842947306
607,152354.32130285763
608,150024.5682144015
611,177147.22983384976
616,125140.61160406814
625,175720.24459886408
629,179800.35022943348
630,125067.29764349794
631,135021.3244238781
640,189531.92496974816
642,152467.60077383977
643,138947.98567419444
646,120756.48500259785
647,139251.17980631342
655,94147.86317905018
659,88973.0841474985
663,86735.4781650328
665,93848.10723226426
667,245856.00322844155
673,150450.03739360097
676,130952.65041559521
680,156829.5497778334
682,141254.7158548229
687,162382.83485471355
688,179623.91834815172
692,117244.84455959112
693,96015.24407424593
695,159484.5624396285
697,90995.9889612042
700,150188.50105199663
702,156651.27017048697
703,129900.78436520975
704,110948.15076494752
712,82852.15815689444
713,104962.94031505453
717,246201.5936891744
720,169272.04776172235
721,79229.56646481891
726,139669.65503605246
733,111274.07084672137
736,125070.65609539249
738,102654.45618804701
741,146189.7323055192
743,95620.00924706907
745,112897.78771572627
750,163828.78720741038
756,95486.78626573372
757,113427.76090461732
758,157314.29892112256
760,81682.92955473582
765,133642.33105389128
775,131994.60126001295
776,130451.95765353038
780,189564.1773968116
783,176744.79270469272
790,123248.4085572511
795,70647.58484865045
796,130239.93305868619
797,140430.9931651393
798,111737.01814654586
804,189361.1742999026
805,215068.1894670425
806,246745.61091219267
808,116135.54756361821
814,147565.77797666815
818,294673.37555330835
821,275083.4376727115
822,313220.7185256869
825,273002.95315390546
827,232735.21730889467
830,195408.52626207095
834,250805.91099956288
835,201835.41041090168
842,138487.89298883406
845,215511.68039119514
852,218878.94590329743
857,120324.82545424913
858,142869.9279092734
859,118249.1710078186
860,125729.38631053615
861,110659.32614149716
864,268316.1424089663
868,203132.22357745
869,221099.44407906072
872,270151.5307485766
873,205713.86014909306
885,83677.64454142035
890,116467.77743044411
895,104099.27808563488
899,80193.8962316385
906,123981.27082064767
918,147141.96154056405
923,178338.07965141654
925,155814.89452626466
927,170406.96715868762
932,232592.48408937675
933,111668.17397914178
934,128515.42608939888
942,90928.30470944825
947,267061.33149879135
948,261544.01018932927
951,132616.24078885268
957,246822.72707575373
958,319313.43938552734
959,223741.09225129915
963,199161.32134861356
967,239687.47454164634
968,336839.7081768339
971,129880.15464337589
972,169898.47845491327
976,79636.22474335658
978,79636.22474335658
979,103984.45757727981
984,119126.61866748889
986,153215.81155077767
991,209713.91304870872
996,188893.17900117172
1001,298138.1309335741
1007,204806.49562931666
1008,184795.3241690052
1009,235907.86812415032
1014,178615.30712862939
1022,227368.55400313286
1024,159302.83688128885
1027,134869.99944117
1030,175970.79257995897
1032,140105.41337396935
1035,148398.26418491185
1042,94551.8119228155
1047,135163.51111691687
1050,120393.72690609828
1055,298872.9620526876
1059,420692.48230251495
1061,384364.0244322337
1064,457049.70894216653
1077,245613.1333869308
1081,209492.77722476926
1092,228146.00299395842
1093,197041.12439243507
1095,182162.52871407772
1099,284022.12279078737
1101,304556.8555327138
1103,326974.4497207096
1109,255898.30583614937
1112,211884.48609624465
1113,268874.3403826979
1114,232705.87270402146
1116,263608.76853530743
1117,215360.51916122512
1119,260319.01817926875
1121,228426.50387238536
1122,208725.81285995757
1125,260300.0791718356
1137,162883.52678678095
1142,194932.9543896566
1144,185165.75611278962
1145,195255.92523575042
1147,179997.71030499088
1148,191591.11306633527
1149,165395.16066518438
1150,131547.94774738967
1153,124843.73358952405
1154,120469.69130459867
1159,388403.45115758653
1161,159776.24302474238
1167,172772.23444624298
1171,263029.26711202296
1174,166527.38792017492
1188,187092.25759704536
1189,163688.93403035603
1191,150952.20058843694
1195,129032.77515839491
1199,181846.80705282374
1201,187366.70228516852
1204,203957.37293194438
1211,152248.33848848948
1214,170983.20657214208
1219,134249.5264733886
1220,79944.58982543716
1227,171417.89753421463
1229,199515.95668303422
1231,140247.40065069296
1234,198122.1464038475
1235,131291.1091492939
1239,151961.7299778749
1240,161709.31195024526
1241,178835.2023105515
1246,109231.21393308355
1249,185123.06160203068
1250,133121.97871270802
1252,128522.10005153224
1259,159081.69053988918
1267,79155.79349345836
1269,80191.78759484895
1270,151531.55492732403
1272,130224.53915026755
1274,147431.4282160762
1276,120587.38584428889
1279,150140.54259645
1281,178688.85727501358
1286,123936.13776902873
1287,125928.33449523678
1290,84287.29852392312
1291,125844.83001436673
1297,158369.43000667967
1302,148675.54262950117
1303,78712.65422383657
1312,73496.76333492143
1315,107825.28579762907
1322,74950.65379536041
1327,110959.70516946452
1331,145864.51357843686
1333,119090.98370637298
1334,105810.14216750805
1336,112200.93897918198
1341,110008.39905995157
1344,59069.54717122884
1347,149611.80264294648
1348,179605.9185994432
1353,180646.76353180708
1355,137329.91791944823
1356,100213.86549605356
1357,166631.99684875543
1361,136290.2806057566
1364,110421.3685716428
1368,111848.60443128656
1369,63095.3368467095
1371,112986.27989324118
1373,141022.06049426738
1374,130236.34853218353
1387,128499.78310220527
1388,125130.45977950798
1392,147312.2814618015
1394,143868.8055392223
1406,139272.94210209587
1407,208998.9339610665
1408,123818.37718756913
1409,155276.75999844456
1411,138929.12958461206
1412,110177.94367020176
1413,123936.46878876394
1414,112220.9565209061
1425,273653.31389687234
1430,202844.872979176
1431,203109.73788606405
1435,208114.92917676803
1441,215434.68461090937
1444,214095.22485276626
1445,124634.57285235432
1446,129104.3697956175
1452,118483.14710804605
1453,111098.73689639087
1456,234580.75955580297
1457,248750.0513562464
1460,295062.28932404506
1463,292703.01646516984
1468,214254.76812221628
1471,189027.5602365695
1474,203193.41203546972
1475,208808.5359762065
1476,208660.811365939
1478,200557.99963014713
1482,132723.77695858286
1483,132723.77695858286
1484,132723.77695858286
1485,132723.77695858286
1496,145014.0192155405
1497,130952.47198741947
1500,127859.98400075766
1506,95897.17433055851
1507,73040.29593122321
1509,115580.17058691819
1510,123437.19901485433
1513,103022.04633987197
1517,136785.14466322045
1518,161184.36697542548
1523,176684.41190870016
1524,162631.05736160392
1526,187151.43850957975
1529,187318.92725431122
1531,193543.49971413365
1535,167530.2177049152
1536,177969.73282482717
1538,399023.10635387956
1540,252876.98091139377
1543,111930.01369092305
1545,93692.44342457614
1546,100842.60788314976
1557,71820.42284486587
1558,83655.2262422867
1559,74931.6622547958
1563,289230.80213718227
1568,168134.5641050673
1571,175627.4781296677
1578,155204.81352146334
1579,215247.40835480852
1584,241431.05093877623
1586,318820.7529732075
1604,127866.15102834746
1606,130332.83473136436
1610,172842.83432848792
1611,118446.62923715953
1618,170452.41695379213
1623,192046.23335486394
1624,179202.02516207538
1628,147650.15706237406
1633,280512.6228337184
1645,168520.0204675432
1649,201642.70763163577
1652,146905.78948080042
1653,159601.59918409033
1656,150628.9448639556
1662,189785.32296820948
1668,127757.3909144068
1670,119453.10990191766
1672,118050.96124294393
1673,117053.16395403458
1674,185302.22049894783
1677,119917.33772349922
1678,119917.33772349922
1679,121195.62291326904
1685,340887.1710527352
